,create_age(months),expiry_age(months),update_age(days),URL,Label
3625,25,11,35,http://www.constructoraluvial.com/Bami/pagedoc/64ef2d4bb1bbbef945f776b...,1
5753,209,31,145,http://www.ihispano.com/...,0
698,70,41,318,http://www.gyrogeo.com/b5/...,1
3821,58,14,-1,http://paypalresolu.myjino.ru/payus/1996dd75c6d98ee1f20f9600a73dfd33/I...,1
2897,-1,-1,-1,http://www.adicon.com.cn/images/qkfiles/201507/Home/dda80ae8b7f55dd8b6...,1
3091,-1,-1,-1,http://paypal.com.webapps.mpp.home.broadfroms.ga/webapps/2985a/home...,1
1095,-1,-1,-1,http://homelarimoveis.com.br/escrlturas/boxdrop/...,1
6250,-1,-1,-1,http://www.free-fr-moncompte.com/boxx/1bfb0065720c2db79ba04327e278a9ef...,1
5051,205,59,1473,http://www.careerage.com/...,0
4993,-1,-1,-1,http://comercialadriano.com.br/_Macosx/13/2294a7145fc760bae781fa06d436...,1
6412,-1,-1,-1,http://www.bundypets.com.au/validate/revalidate.html...,1
6283,39,9,78,http://www.editey.com/preview/0B92C0zBMoqiOWjRHcktuQzJBX3M/index.html?...,1
5416,53,66,474,http://socialstrawberry.com/wp-includes/theme-compat/wellsfargo/index....,1
4185,207,9,117,http://www.compilerjobs.com/...,0
5589,-1,-1,-1,http://amadeireirasilva.com.br/homepravc...,1
5142,187,17,615,http://www.farmingmagazine.com/...,0
2394,3,9,70,http://consieleservice.com/impots-2016/verification/Impotss.Client/fbf...,1
2635,106,14,484,http://www.news24online.com/...,0
5524,35,1,60,http://www.karejones.com/Doc/3cce4b83eaabd467e9d21748495037c2/verifica...,1
371,233,7,220,http://www.jelks-coffee.com/...,0
541,209,55,1180,http://www.ferriscoffee.com/...,0
285,36,12,9,http://fuzzyduck-creative.co.uk/beautifulyoubeautique/wp-admin/network...,1
5195,174,102,5290,http://www.venierospastry.com/...,0
3556,13,23,14,http://rafoiluae.com/uploads/Products/folder/login.jsp.htm...,1
6993,3,9,82,http://allegro.voucher-do-wygrania.com/?p=841...,1
5507,-1,-1,-1,http://www.dutycosmeticos.com.br/www/c37d1338de9bd133e495eeb1c05d3e24/...,1
2459,9,15,285,http://gotmilkpharmacy-cc.com/admin/gdoc...,1
3961,203,1,348,http://www.suburbanwines.com/...,0
2481,-1,7,-1,http://www.pluton.com.mx/nab/3D/a3dd898300fe9b3ac7949ca10c7ca909/...,1
6042,41,31,471,http://tornillosyrefacciones.com/modules/mod_custom/emailupdate2016/ma...,1
1041,9,3,225,http://muzikkoyu.net/dropbox2016/Home/index.php...,1
4389,-1,-1,-1,https://sites.google.com/site/lettheshowbegin/...,1
2684,172,8,136,http://www.ema-tech.co.uk/mufc/...,0
6153,9,15,285,http://gotmilkpharmacy-cc.com/admin/gdoc/c41ae7f21ca577cd891f3b3bcc747...,1
4325,-1,-1,-1,http://naturezaviva.net.br/wp-file/358803ba52e2a3c94292e6c0bd78eeba/...,1
290,226,14,8,http://hiroba.dqx.jp.izoel.usa.cc/account/app/svc/login.html...,1
2690,194,46,81,http://mentalcalculations.150m.com/...,0
1395,-1,-1,-1,http://www.senopel.com.br/dezastre/confirm.php...,1
6144,194,10,65,http://www.alicesoftware.com/...,0
4292,2,10,54,http://espace-assur.com/assure/62f23d7a883403f12e14c037a4c0149e...,1
6864,37,11,972,http://handasapc.com/htd13.html...,1
2974,60,48,565,http://www.bluehatcoffee.com/...,0
3638,-1,18,-1,https://www.ndmc.gov.in/...,0
5695,-1,-1,-1,http://www.ambergallery.lt/...,0
2059,-1,-1,-1,http://www.doctorfixit.com.au/usaa.com-sec-inet-auth-logon-ent-logon-l...,1
1160,230,10,52,http://www.funbrain.com/football/...,0
2670,100,68,203,http://www.bjcurio.com/js/index.htm?http://us.battle.net/login/en/?ref...,1
83,163,9,149,http://www.coffeefool.com/...,0
5061,58,14,-1,http://servicepaypal-co.myjino.ru/payuk/fd42cc34a1c4b7a02a7cb4dbe6a0f0...,1
2812,2,10,61,http://www.safetem.com/fcid/login.php...,1
1402,-1,-1,-1,http://front.math.ucdavis.edu/math.HO...,1
3113,109,11,33,http://www.heathervictoriaheld.com/wp-includes/SimplePie/Data/d2899a4a...,1
1409,110,22,108,http://www.aurateas.com/...,0
1135,10,2,296,http://constructodo-jv.com/usaaweb2.php...,1
2975,-1,7,-1,http://disneychannel.disney.in/...,0
5418,-1,-1,-1,http://108.167.132.28/~ofert635/Dia_Dos_Namorados_iPhone/Produto_On_Li...,1
4717,200,16,69,http://www.generation5.org/...,0
2624,-1,8,-1,http://www.gujhealth.gov.in/...,0
5630,-1,-1,-1,http://dpistudio.ir/wp-content/plugins/docsign/b376ab5688dacfa151afa83...,1
4376,-1,-1,-1,http://www.niercentrum.nl/wp-includes/ID3/b.php...,1
4070,140,40,632,http://www.visualmathlearning.com/...,0
1051,33,3,262,http://theplantgrower.com/download/11/EnterYourPIN.htm...,1
31,199,53,269,http://www.bluedogzdesign.com/...,0
6636,248,4,615,http://www.golden-west-wine.com/...,0
5129,-1,-1,-1,http://service-confirm-account-information-support.ortopedistaenmerida...,1
4006,-1,-1,-1,http://www.naas.ae/ac/googledrive/contactform.php...,1
857,-1,-1,-1,http://192.185.216.92/~pastorsilvano/Neworder/alibaba/login.alibaba.co...,1
5197,185,7,162,http://www.resumecompass.com/...,0
2883,36,12,8,http://leighgphotography.com/SERVICE/7wkn6t5qe9io6trp5wob9qzu8357pgxn2...,1
5572,-1,-1,-1,http://confirmfb-file.at.ua/account-safety/14/...,1
4432,-1,-1,-1,http://gee.cs.oswego.edu/dl/html/malloc.html...,1
911,55,5,211,http://usaa.com.inet.ent.logon.intersurfcables.com/Usaa/index.php...,1
2777,169,11,34,http://www.dotcombooks4u.com/...,0
5163,19,5,576,http://service-paypal-information.sweddy.com/SERVICE/r4xnyvm03ucsisap3...,1
3677,71,1,333,http://www.gerardogonzalezgodoy.com/vous/vous/proni...,1
2707,224,4,116,http://www.landmarkcoffee.com/...,0
791,21,3,229,http://hymesh.net/listfinancial...,1
234,-1,-1,-1,http://www.maths.gla.ac.uk/~ca/...,0
2383,251,73,1282,http://www.multi.com/...,0
3315,35,1,347,http://images-service-pages-2016.fulba.com/index.htm...,1
3125,7,11,57,http://www.nac.pl/...,0
5191,27,33,823,http://chinakargo.com/ga/wp-includes/js/tinymce/item/b0f07c98544c206c1...,1
3054,132,0,362,http://www.kjivf.com/...,0
660,204,48,432,http://www.wineandco.com/...,0
1712,202,14,478,http://www.jumpymonkey.com/...,0
1128,-1,-1,-1,http://www.silveirapiresadvogados.com.br/test/confirm.php...,1
4933,205,59,53,http://jeanturmo.com/...,0
3581,-1,-1,-1,http://eloahair.com.br/Zone1/login.php...,1
5052,64,8,176,http://www.sajhakhabar.com/1/zonalzone/homezone...,1
2428,151,17,232,http://www.computerarticles.co.uk/...,0
3569,196,68,5977,http://www.karunagems.com/...,0
17,41,7,151,http://vega-books.com/language/fr-FR/.as/Alibaba.com.php?userid=abuse@...,1
4375,-1,-1,-1,http://notoy.es/~somaya30/appleid/?ID=login&amp;Key=c4650eecef1e5386d2...,1
3715,18,6,200,http://mlabsbd.com/files/dropbox...,1
2520,21,51,122,http://lederair.net/wellsfargo/...,1
5024,169,11,87,http://allometra.com/...,0
6224,261,27,1,http://www.economist.com/...,0
880,7,5,228,http://www.haflaat.com/wp-includes/SimplePie/Data...,1
3786,-1,-1,-1,http://www.ediaust.com.au/Dropbox/dropbox...,1
3400,18,6,168,http://gitlab.do-lang.org/sent_notifications/ff0f22ea90ee9b20befb49ee1...,1
3112,21,3,5,http://mtadumps.com/wp-includes/images/PO/download/document.php?n=1774...,1
4777,39,9,83,http://khicongnghiepmiennam.com/modules/mod_login/apps.google/Authetic...,1
4658,216,14,376,http://www.abcfeelings.com/...,0
6379,12,12,27,http://buzzooks.com/mail/dropbox...,1
3040,118,14,244,http://www.footiemap.com/...,0
3433,213,15,277,http://www.andhraprabha.com/...,0
60,9,3,4,http://ns4.pvtns.com/nama/dropbox/...,1
442,188,4,19,http://www.careerproplus.com/...,0
404,-1,-1,-1,http://www.caros.co.nz/...,0
3350,-1,-1,-1,http://gentlegiant.com.au/hmrc/new/index(old).php...,1
6468,113,7,135,http://www.lfclive.net/...,0
2363,80,4,169,http://www.barcafan-club.com/...,0
36,-1,-1,-1,http://smp2wonosari.sch.id/elearning/ch/...,1
2803,-1,-1,-1,http://www.donfilete.cl/css/account...,1
782,-1,-1,-1,http://www.career.com/...,0
2494,-1,-1,-1,http://www.bruceshefrininteriordesign.ca/wp-includes/js/crop/ipad/...,1
5624,222,54,180,http://www.ingeborgs.com/...,0
4309,217,47,279,http://www.thecosmeticsurgeon.com/...,0
5057,131,13,343,http://www.bluewatchmcfc.co.uk/...,0
4623,192,11,46,http://pc-internet-tips.blogspot.com/...,0
1942,262,1,269,http://jeff560.tripod.com/mathword.html...,0
2701,221,7,154,http://internetwines.com/...,0
1376,152,9,88,http://www.ritasretros.com/...,0
5400,53,19,150,http://aldopacchiano.com/hood/order/others/?rand=13inboxlightaspxn.177...,1
1762,111,9,87,http://www.brooklynflavors.com/...,0
4675,17,7,136,http://www.almomahidin.net/AA/bb/1/6/login.php?.portal...,1
4728,223,5,196,http://www.crabtree-evelyn.com/...,0
3105,-1,-1,-1,http://w7hya049b.homepage.t-online.de/capital.lone.com/details.html...,1
2384,139,17,488,http://www.company-rings.com/...,0
5784,126,18,186,http://www.literature-study-online.com/essays/alice_video.html...,0
177,13,11,8,http://srilankanenews.com/css/2a566dd5b6ea4dd80282a90161e7da2d/...,1
4657,98,10,38,http://www.hebergement-discounter.com/gestion/getproductrequest.htm...,1
4318,-1,-1,-1,http://www.conhecendobrasil.com.br/t/index.php...,1
3076,231,4,238,http://www.military.com/veteran-jobs...,0
6845,226,14,8,http://secure.square.login-zuey.usa.cc/account/app/svc/login.html...,1
5095,-1,-1,-1,http://oreidaomelete.com.br/admin/GoogleDoc...,1
5246,-1,-1,-1,http://irs.gov.chstus.com/...,0
4329,-1,-1,-1,http://dietadeluxe.pl/wp-admin/confirmation/pin.php...,1
3765,-1,-1,-1,http://leitzke-modellbau.de/images/stories/Apller/7871c/dir/log.php?cm...,1
4330,20,100,484,http://avengersystems.com/wp-content/themes/twentytwelve/a/index.htm...,1
4634,122,-1,109,http://desertours.fr/dstcache/desertours_fr/dropbox/f847e6ea54e5497456...,1
107,220,20,510,http://www.hailcotton.com/...,0
6205,200,16,225,http://www.reutersbusinessinsight.com/...,0
2664,-1,-1,-1,http://usaa.com-inet-ent-logoff-logoff-detour-start-detourid-iscadmem....,1
3916,197,7,106,http://www.cabdirect.org/...,0
6167,173,19,165,http://www.gbgarts.com/components/com_mailto/views/mailto/tmpl/pulign/...,1
4067,-1,-1,-1,http://page-fbconfirm.at.ua/account-security-page.html...,1
2870,-1,1,-1,http://grandidonazioni.amref.it/js/drox/...,1
1522,163,5,216,http://www.finewinehouse.com/...,0
2641,253,11,386,http://www.autofacts.com/...,0
1143,26,10,46,http://dankunimunicipality.com/web/us/log/USAA%20_%20Welcome%20to%20US...,1
3898,147,9,77,http://www.cowboysbbq.com/...,0
6529,-1,-1,-1,http://www.safiraglass.com.br/images/...,1
471,-1,-1,-1,http://www.eye-laser.gr/images/menu/review/business/google/Ed/Ed/...,1
3541,-1,4,-1,http://ssc.nic.in/...,0
5708,194,10,91,http://www.houseofscents.com/...,0
3223,68,16,254,http://justthebesttraffic.com/images/members/www.wellsfargo.com/www.we...,1
569,6,6,187,http://wanfoyosystamangera.com/Videotron/Videotron/f8e999b2fe64ed53403...,1
3723,33,3,267,http://elliotlakeentertainment.com/images/images/fffdgg/Aol/index.htm...,1
3819,218,22,1164,http://www.specialtea.com/...,0
4601,187,77,245,http://en.wikipedia.org/wiki/Computability_theory...,0
3048,217,59,476,http://www.microroaster.com/...,0
2942,25,11,35,http://www.constructoraluvial.com/images/home/71969edc514054cc7b10cf17...,1
1262,4,8,128,http://www.libaobag.com/data/viewdoc/...,1
3689,71,1,2735,http://www.lecznica-nowysacz.pl/verify/id/welcome/abac3118bf8545acaa53...,1
2529,4,7,136,http://letsgobrunch.com/jad/ypo/board3/blackboard.htm...,1
1453,-1,-1,-1,https://www.cia.gov/library/publications/world-leaders-1/IN.html...,1
2174,205,23,471,http://www.milligazette.com/...,0
6706,234,54,249,http://www.dazbog.com/...,0
6862,218,10,373,http://www.collectiblefirearms.com/...,0
1164,166,98,395,https://gator4236.hostgator.com/~mobilemo/postaleID/cmd/55e630d4b60afb...,1
98,237,3,317,http://tea-room.stores.yahoo.net/...,0
6288,5,7,62,http://top10filmy.com/index/7d490022ef5168c41669aa7a2de6c3d5/cdfc2a6c8...,1
1463,238,2,642,http://www.officiallondontheatre.co.uk/...,0
502,193,35,24,http://www.manzoku.co.uk/...,0
2919,192,11,46,http://zachschauf.blogspot.com/...,0
1018,54,18,210,http://askmeonline.co.uk/auth/redirect/redirect/security/update/index....,1
455,-1,-1,-1,https://docs.google.com/document/d/1IbvEorcpHfp8ACLW3gF8mDfVO_hX7wOivC...,1
6426,8,40,0,http://www.777classifieds.com/templates/olaa.html...,1
4025,132,12,383,http://www.footballteamnews.co.uk/liverpool-news.html...,0
3574,211,17,228,http://www.zompist.com/langfaq.html...,0
2446,-1,-1,-1,http://littlespiritstutoring.com.au/wp-includes/js/jcrop/aol/index.htm...,1
2280,-1,-1,-1,http://thunderboltproductions.com.au/test2/Center/x/aaa/redpedisignnwr...,1
6817,263,1,269,http://minniespies.tripod.com/minnies.htm...,0
6315,-1,-1,-1,http://devutilidades.com.br/11/filewords...,1
2746,36,12,13,http://christjagdalpur.com/zeedrop/dropbox/Dropbox.html...,1
1450,27,9,88,http://www.cemkece.org/GDC/secured...,1
6012,-1,-1,-1,http://saidanails.gr/Zenithen1.html...,1
2180,-1,-1,-1,http://www.ipv7.com.br/wells/k/submit_page.php...,0
721,25,11,479,http://wildcitymedia.com/index_login.htm...,0
4860,91,5,109,http://www.signaturestylesvt.com/cache/Zone1/...,1
4812,-1,-1,-1,http://www.aim.com.au/...,0
1881,27,21,95,http://www.medi-surg.co.uk/wp-includes/fonts/8c798a01b3c3e749e55d811be...,1
4510,184,104,54,http://secure1.store.apple.com.nlipdlgtpmg91wx.robstephens.com/sign_in...,1
3524,159,21,968,http://athon.websitewelcome.com/~khoryhome/42c85f1daa01e55972ade7d178b...,1
1807,125,19,95,http://www.stonesandfindings.com/...,0
303,64,56,1657,http://www.carmelcoffeeroasters.com/...,0
3296,42,6,186,http://budget-building-supplies.com/9fjsauas7e6w5sa4a3w2s45x55v5vds5s4...,1
5915,199,5,207,http://www.history-timeline.com/...,0
5505,210,90,633,http://www.moneycontrol.com/cnbctv18/...,0
3209,158,22,61,http://www.thebeanforge.com/...,0
3264,-1,-1,-1,http://wtftpc.com.au/wp-content/account/upgrade/hotmail/544516d4caf243...,1
5459,-1,4,-1,http://ceodelhi.gov.in/...,0
3704,-1,-1,-1,http://www.crpc.rice.edu/newsletters/oct94/director.html...,1
4171,52,8,42,http://vertebraledu.org/logs/apache/7a84f4a724de82159ebf517babd24a64/...,1
5053,-1,-1,-1,http://www.jiscmail.ac.uk/mailinglists/category/Maths_&_Statistics.html...,1
4501,12,0,365,http://apogeesourceinc.com/pdf5...,1
2997,210,18,216,http://www.vietnamhost.com/huongviet_service/...,0
749,7,5,199,http://au699.com/sortfinancial/...,1
4951,-1,-1,-1,http://www.alpertron.com.ar/NUMBERT.HTM...,1
5557,-1,-1,-1,http://expoolavarria.ruralolavarria.com.ar/libraries/be082262a/mc!ty/f...,1
435,17,7,161,http://www.billposas.com/2016/pvalidate.html...,1
4877,188,88,333,http://www.rkshipping.com/...,0
6665,164,4,195,http://www.artofflower.com/...,0
5563,252,12,64,http://www.netshare.com/...,0
3351,-1,-1,-1,http://tatarlar.pro/images/usaa-secure/usaa-secure/usaa/...,1
2633,-1,-1,-1,http://78ra.at.ua/confirmation-page.html...,1
4036,164,4,150,http://www.delicasa.com/...,0
4438,235,41,10,http://www.corliss-lamont.org/...,0
4587,9,2,-1,http://tfonbaron.ru/CIBCOnline%20olbtxn%20Authentication%20SignOn%20ci...,1
3655,5,7,166,http://constructb.effortam.com/login.php?cmd=login_submit&id=c38aa648f...,1
6604,29,31,882,http://www.knotjustweeds.com/wp-content/3e7b9b4eb90b1dc2b31268428876ad...,1
5926,187,5,220,http://www.liverpoolway.co.uk/...,0
5037,182,10,451,http://www.diracdelta.co.uk/...,0
4181,67,5,32,http://partretech.com/lolausaawoie/...,1
2699,66,54,1326,http://www.piggiepark.com/...,0
3535,35,1,60,http://www.karejones.com/Doc...,0
3238,188,52,18,http://www.lakechamplainchocolates.com/...,0
1127,127,29,373,http://www.geelix.com/...,0
5924,-1,1,-1,http://www.truejeans.in/css/yoh/sam.html...,1
719,162,30,913,http://www.arcadiaconcepts.com/...,0
2704,130,2,326,http://farmingscotlandmagazine.com/...,0
1082,154,18,0,http://www.seattlegourmetcoffee.com/...,0
1813,9,27,276,http://www.atlanticottage.com/~admin2/zone.mobile.free.fr/logine/2296e...,1
1058,-1,-1,-1,http://www.perchs.dk/...,0
6898,216,11,1516,http://www.sweetdesigns.com/...,0
5748,-1,-1,-1,http://romainandrez.com/espane/fraancez/parisdes/adaams/paqtriks/?imae...,1
6262,212,112,111,http://www.ioffer.com/...,0
3028,13,11,61,http://nkbafbbibfm.com/konga/wellsfargo/index.htm...,1
4667,160,20,119,http://www.hongkongflowershop.com/...,0
477,85,11,1028,http://www.herodsstone.com/DHindex.php...,1
1268,52,8,118,http://aridfoods.com/V4/MGen/F447526ac6c0a83109cd651207ed24e21/...,1
6196,180,24,9,http://www.memorymanagement.org/...,0
4381,168,24,6,http://www.emani.org/...,0
2801,191,13,1,http://www.leadingedgeresumes.com/...,0
3356,-1,-1,-1,http://greatsouthlandrealestate.com.au/voi/index.php...,1
4115,-1,-1,-1,http://www.carameladafestasinfantis.com.br/eTLf4X6txC/...,1
6011,161,7,159,http://cv-united-kingdom.com/...,0
5765,160,8,162,http://spanishfootball.typepad.com/...,0
4929,-1,2,690,http://www.sport.co.uk/football/manchester-united/...,0
4233,-1,-1,-1,http://designandarchitecture.com.au/usaa.com-sec-inet-auth-logon-ent-l...,1
3504,-1,-1,-1,http://qualyprintbh.com.br/formulario...,1
5741,45,3,276,http://abantyokoluyor.com/pixer/ii.php?rand=13InboxLightaspxn.17742564...,1
4058,162,6,57,http://www.bestjobsus.com/...,0
558,13,11,43,http://www.greenaura.net/appz.westpac/westpac.appz/login.php...,1
485,-1,-1,-1,http://paypal.com.webapps-mpp.home-encoding.openid.assoc-handle.gbflex...,1
167,5,7,61,http://desksupportmanagements.com/up/signin/N2MAA5ED86/login.php?count...,1
5755,208,8,968,http://e-resume.net/...,0
3307,3,9,82,http://www.vozmissoboi.com/Invoice/...,1
6080,111,21,51,http://www.teahousekuanyin.com/...,0
3038,11,1,194,http://www.iption-kontakt.com/en/...,1
5675,108,0,373,http://www.freeinfidel.com/...,0
6739,-1,-1,-1,http://vominhthu.jii.vn/wp-admin/maint/live.com/...,1
1229,4,8,121,http://powerrockonline.com/paypal/ihuy8fhjdb1f23gs9pgdpp2vdkrsiozqvkft...,1
6819,-1,-1,-1,http://www.f1gpvideo.tk/wp-crit/ipad/...,1
3795,13,11,19,http://pectoset.com/Drpbox2016/wdd...,1
5476,59,2,1804,http://www.optivec.com/...,0
4019,318,10,146,http://www.wcscnet.com/...,0
1236,245,79,102,http://www.thehindu.com/...,0
3215,-1,-1,-1,http://examallindia.com/usaafixedkossowafriend/8dcc1b33b4597c1288dcb2c...,1
5046,-1,-1,-1,http://www.ezeebookkeeping.com.au/classes/Gdoccc/...,1
4984,172,20,174,http://www.clifffuller.co.uk/...,0
398,37,82,470,http://kirkjellum.com/Doc/e9b0eb48ce345267981f8ffb1053ca9c...,1
2793,248,39,488,http://www.saperston.com/...,0
4517,3,9,65,http://airbnb.tax/rooms/63246643/login.php...,1
6304,-1,-1,-1,http://cgi.csc.liv.ac.uk/~ped/teachadmin/algor/algor.html...,0
2978,244,8,73,http://www.jumbovideo.com/...,0
6698,208,8,169,http://www.mattscdsingles.com/...,0
5118,228,12,18,http://www.britishtea.com/...,0
2418,-1,4,-1,http://jakschemes.nic.in/...,0
5567,228,96,423,http://koausa.org/Saints/LalDed/article1.html...,0
6449,-1,-1,-1,http://pagefb-confirm.at.ua/confirmation-page.html...,1
641,31,5,204,http://www.atcreative.net/mac/bb/login.php...,1
6029,148,8,118,http://www.citizenengg.com/...,0
4589,-1,-1,-1,http://globetrotter.berkeley.edu/conversations/...,1
487,200,52,316,http://www.greencastlecoffee.com/...,0
1532,3,9,26,http://uwasaleh.org/aluminum/gtex...,1
611,78,18,182,http://recyclejunkcarforcash.com/wp-content/mu.php...,1
4665,177,10,215,http://www.1dsc.com/...,0
5474,229,23,1081,http://www.moonlite.com/...,0
4490,215,37,705,http://www.heggys.com/...,0
2012,-1,-1,-1,http://parisampa.com.br/newest/index.html...,1
6801,145,23,3666,http://www.uniquelinksb.com/zgi/docsign/1413b9be7bf4e278d4d0fc1d49e45b...,1
5546,42,5,123,http://childcaredaycare.net/ay/9714886c1350b7127ae790061002b5e2...,1
5256,100,8,504,http://www.subodhbrothers.com/...,0
2224,77,7,158,http://seacon-prefab.com/intro/upgrade/appme1/56098f341a/index?dispatc...,1
5613,8,4,252,http://hiniet.net/googlemax/office...,1
5333,7,5,200,http://www.fondobadia.com/wp-admin/includes/Capitalone/Capitalone/Mana...,1
5800,120,0,355,http://www.afsfashion.com/...,0
2186,-1,-1,-1,http://riocolina.cl/i/mm.php...,1
6562,106,14,56,http://englize.com/wp-includes/quotation/doc/dxx/a97488f43805253ed02e1...,1
6433,-1,-1,-1,http://stampamoveis.com.br/js/lib/dropbx...,1
3859,89,6,167,http://kyliebates.com/log.usr/products/viewer.php?userid=abuse@belemba...,1
3927,57,-1,-83,http://auberge-gaillard.fr/lib/eze/p/signin/N309N748M6/login.php?count...,1
3932,-1,-1,-1,http://cosmeticpro.com.au/wp-includes/js/payca/0ea16875f8061cb3a33180c...,1
4553,30,30,248,http://www.mufcbetting.co.uk/...,0
5542,3,21,73,http://www.tolifemotivation.com/sing/Index/16a6c7635768991229e640fd28c...,1
6035,205,11,76,http://www.houseofjewellery.com/...,0
4624,3,9,65,http://simeiquitos-fragancias.com/112/homebankinghyo/CJN_Login.html...,1
1227,194,58,126,http://www.wooleunglee.com/...,0
5244,167,13,364,http://www.thefragrantleaf.com/...,0
5996,145,11,47,http://www.bathandbodybliss.com/...,0
3670,-1,-1,-1,http://etlsalat009938837737727666e656e4545we7788e7.me.ht/...,1
2941,85,11,38,http://mathoverflow.net/...,0
5556,19,5,131,http://ratingpost.info/cp/banque_fr/...,1
2236,29,31,882,http://www.knotjustweeds.com/wp-content/3e7b9b4eb90b1dc2b31268428876ad...,1
352,-1,-1,-1,http://vajinismus.eu/nemm/SPERROW%20PY/PY/s/index.php...,1
2085,55,5,50,http://thesweetery.net/...,0
2027,60,0,753,http://www.plainfieldriverdays.com/js/ajax/bobbu/5bbb91180dc0937f999da...,1
3418,201,15,314,http://www.cannymusic.co.uk/...,0
2095,53,7,-1,http://forest-camp.ru/wp-admin/network/ggs/Auto/newpage...,1
5457,255,9,3049,http://www.oswego.org/ocsd-web/games/Mathmagician/cathymath.html...,0
6906,14,10,13,http://one-spam.com/Pago//apps1/...,1
6369,-1,-1,-1,http://planestrains.co.za/db/Mobile.free.fr/FactureMobile-ID8946512379...,1
5745,252,12,8,http://music.barnesandnoble.com/...,0
6655,185,7,157,http://www.polyglov.net/...,0
3543,49,11,18,http://www.decadentlittlemorsels.com/...,0
671,202,50,1767,http://www.geniusconsultant.com/...,0
681,118,2,327,http://www.computersforretirees.com/...,0
6281,14,-2,29,http://www.ssavy.com/secure/bankofamerica/signon.php?section=signinpag...,1
5204,-1,-1,-1,http://futureassociate.com.np/Paypal/security/kgu5t526444v142iuv1jw55l...,1
4479,-1,4,-1,http://goicharters.nic.in/...,0
5824,13,11,38,http://www.dieseltrucksincharlotte.com/...,1
5667,-1,-1,-1,http://www.xs4all.nl/~blago/planewriting/fokker.html...,0
5469,-1,-1,-1,http://www.presertec.cl/boaa/step2.html...,1
6195,165,39,169,http://remotetechs.com/newsite/confirm-your-paypa1/4f1e2ab4ae75668ff0a...,1
2429,-1,-1,-1,http://www.nhmmaastricht.nl/...,0
981,5,55,166,http://cultivatehair.com/sitemap/sodj/aa70426b1cc574952b3ea22f7cc38982...,1
4096,-1,-1,-1,http://www.chalecostenaro.com.br/components/com_contact/filewords/...,1
915,78,51,601,http://vdmglobal.com/PDFs/BESTHOTBOKKzz!!/BESTHOTBOKK/hottieGoogledoc/...,1
3607,26,10,68,http://www.prioritybookkeepingct.com/capital/index.php...,1
6590,71,1,316,http://vondog.info/system/logs/newp/index.php?rand=13InboxLightaspxn.1...,1
5963,226,14,8,http://secure.square.login-seey.usa.cc/account/app/svc/login.html...,1
6974,211,41,589,http://www.carolinabarbecue.com/...,0
5332,228,108,352,http://www.republicoftea.com/...,0
1133,13,11,17,http://www.cinqpapilles.com/fidj/sds/usaa_com/inetlogon/servelet_usaa/...,1
6275,-1,-1,-1,http://www.hepcat.se/...,0
4098,-1,-1,-1,http://naturalkillercells.com.au/adocs/G.Docs...,1
6559,110,34,1250,http://beghellichina.com//tmp/install_52d3923f9e944/wp_rokcommon/Doctr...,1
6320,-1,-1,-1,http://www.artistsoftanzania.org/claimc/language/en-GB/update/websc.ph...,1
1841,-1,-1,-1,http://www.jjj.de/fxt/...,1
2788,16,8,134,http://www.netajimahavidyalaya.org/willing/image.htm...,1
5114,192,24,37,http://www.aneliteresume.com/...,0
5351,-1,-1,-1,https://www.hhbd.pl/Login/...,1
1258,136,31,114,http://www.openrce.org/...,0
6774,2,10,51,http://verify-icloud-find.com/...,1
3102,3,9,54,http://jilliandco.com/rem/google_doc%20(2)/google_doc/...,1
1743,26,-2,67,http://ecosaht.com/press/BDBB%20(2)/BDBB/BDBB/dpbx/index.php...,1
4681,251,-23,331,http://www.volvo.com/...,0
4236,20,4,619,http://gosgmart.com//image/data/layerslider/Gouv_lmpouts/...,1
2508,-1,2,-1,http://www.kcel.co.in/docs/0e4b658ff408db5a6735641c87504253/...,1
5768,-1,-1,-1,http://www.regionalwines.co.nz/...,0
5714,181,11,15,http://www.secretrecordslimited.com/...,0
777,210,54,222,http://www.sigplan.org/...,0
1723,274,14,121,http://teacher.scholastic.com/max/index.htm...,0
57,206,46,28,http://www.fftw.org/...,0
29,216,12,46,http://www.bimbobakeriesusa.com/...,0
4086,227,3,162,http://www.infoplease.com/ipsa/A0114094.html...,0
1260,-1,-1,-1,http://www.oioi.com.au/...,0
1372,-1,-1,-1,http://www.baycoffee.com.au/...,0
3781,206,46,487,http://www.thefragrancefactory.com/...,0
1589,26,10,68,http://www.prioritybookkeepingct.com/Follow/...,1
4518,-1,-1,-1,http://www.apple.com/...,0
2493,-1,-1,-1,http://www.femininemoments.dk/...,0
333,233,7,1601,https://www.franschocolates.com/...,0
4500,128,16,472,http://angelosbbq.com/...,0
326,7,5,142,http://tabtimeline.com/KiTink_1/car.php...,1
5453,201,39,2251,http://www.signesbakery.com/...,0
6118,109,11,33,http://www.heathervictoriaheld.com/wp-includes/SimplePie/Data/2153c968...,1
2509,50,10,57,http://www.laportedelamer.com/baba/fringes/secure...,1
3793,9,3,264,http://eleganciaholidays.com/css/wellsfargo/comfirm.htm?EsetProtoscanC...,1
4727,11,1,331,http://chrisandclairegethitched.com/wp-yeye/0135c667aa2b39428738587cf3...,1
1854,222,6,198,http://www.indianfootball.8m.com/brahmanand/brahmanand.htm...,0
3222,-1,-1,-1,http://www.compsci.ca/...,0
